start_time,sat,supra_MeV_flux
2021-07-12T07:16:22.402,A,596128.9246159974
2021-09-17T15:41:40.521,A,596122.7745822144
2021-09-17T15:43:34.052,A,596122.7745822144
2021-05-28T22:17:48.354,A,589610.5043248339
2021-05-28T22:17:28.591,A,589583.2186595581
2021-05-28T22:12:45.376,A,583185.5635163818
2021-05-25T19:44:54.774,A,579962.962726125
2022-03-30T14:01:31.010,A,577900.0802765148
2021-12-22T05:55:12.085,A,576933.2291714721
2021-06-12T22:52:49.994,A,576933.2291714721
2021-12-21T12:19:36.167,A,576925.4291286254
2021-07-12T07:20:27.436,A,576925.4291286254
2021-10-22T01:48:57.734,A,576925.4291286254
2021-05-25T19:43:55.480,A,571683.9391576019
2021-10-21T02:33:19.111,A,570805.755512439
2022-03-26T01:50:07.975,A,566264.0770107048
2021-06-26T15:10:10.226,A,565225.1998576996
2022-03-09T12:46:37.008,A,564799.7225204956
2021-07-12T07:16:11.375,A,558021.9652893677
2021-12-21T12:25:42.989,A,557353.4416170777
2022-03-09T12:45:15.374,A,553173.098653894
2021-12-06T00:52:33.257,A,548021.3803548156
2021-12-22T05:51:37.963,A,547537.567697168
2021-12-17T12:27:27.401,A,546562.2212534716
2022-02-04T18:21:02.324,B,546019.8371588183
2022-03-09T03:43:09.601,A,543289.357678592
2021-10-22T01:52:30.704,A,536603.9476373291
2021-10-23T02:35:35.150,A,536603.9476373291
2021-07-12T07:20:30.919,A,536323.6560976502
2022-02-12T22:46:34.822,A,535245.4801750855
2022-04-12T14:49:27.216,A,534365.0571466187
2021-06-26T15:09:01.208,A,531883.793047274
2021-05-25T19:37:05.529,A,531299.3184982911
2021-12-06T00:55:59.513,A,529248.0254743126
2021-06-30T01:31:26.150,A,529163.8571458895
2022-02-12T22:49:49.272,A,527908.0398695434
2021-05-29T23:10:48.168,A,526379.6814740662
2021-10-23T02:36:00.631,A,525540.693499054
2021-10-22T01:38:23.868,A,524025.4704055756
2021-10-22T01:38:04.063,A,523534.7780167135
2021-06-26T15:11:05.089,A,522965.01771686104
2022-02-03T10:48:23.871,A,522421.4147307769
2022-02-10T18:01:12.697,A,521518.2476562594
2021-10-23T02:35:49.294,A,521004.8819495727
2021-05-28T22:18:52.054,A,518331.12375305785
2021-12-17T12:27:15.795,A,516284.50601991575
2021-10-23T02:36:23.619,A,515996.41443739017
2021-12-06T00:48:24.202,A,514943.0433726425
2021-12-06T00:54:48.792,A,511107.7975835633
2021-05-26T22:02:22.206,A,511089.52748320316
2021-05-26T22:02:44.633,A,511089.52748320316
2021-06-28T05:26:41.174,A,508343.84330011206
2022-02-12T22:49:39.816,A,506524.85240883176
2021-04-02T13:50:53.595,A,506293.01113529666
2021-06-12T22:53:25.453,A,506275.0410365845
2022-03-25T16:42:28.337,A,505594.9947280152
2021-06-12T22:53:02.009,A,504184.64733877254
2022-02-03T10:50:52.603,A,502869.0773271699
2022-02-24T05:11:31.465,A,501031.7373089736
2021-05-28T22:21:21.319,A,500024.32340597536
2021-10-26T14:20:42.626,A,500015.421833313
2021-07-12T07:06:49.840,A,496672.9032907563
2021-12-21T12:19:24.053,A,495514.16192563483
2021-07-12T07:14:33.833,A,494114.3092360566
2021-06-12T22:51:55.831,A,492360.93460453494
2021-10-23T02:32:07.894,A,492070.5030091553
2022-03-26T01:49:56.597,A,490631.7235902651
2021-12-06T00:52:03.063,A,488019.13804170804
2021-05-29T23:10:18.399,A,483513.01600173337
2021-03-03T07:17:35.601,B,482938.54783440055
2021-12-16T19:25:20.565,A,482629.60240644834
2022-07-16T01:43:23.571,A,480008.52991033776
2021-06-26T15:09:15.401,A,479218.09239876707
2022-03-18T08:34:49.362,A,478038.55353562697
2022-04-14T08:27:14.251,A,477702.3315072474
2021-10-21T02:22:27.437,A,476942.71050920105
2022-03-09T12:57:01.608,A,476442.72253747564
2022-04-22T02:51:42.844,A,475512.5923703521
2022-02-12T22:41:56.482,A,470801.09117342834
2021-12-06T00:55:00.076,A,468730.3447985412
2022-02-04T18:08:06.549,A,465902.7003242837
2021-05-26T20:30:05.944,A,464143.546477644
2022-03-26T01:49:58.151,A,464100.3055789572
2021-06-30T01:32:02.850,A,463634.75454814057
2021-06-12T22:54:01.428,A,462704.67669873964
2021-06-12T22:53:37.878,A,462694.67164378054
2021-10-23T02:41:05.013,A,462481.310471759
2022-01-31T05:35:05.012,A,459849.44958245073
2021-12-21T12:28:31.458,A,454867.5536483734
2022-02-10T18:01:16.973,A,453641.0460486845
2022-02-10T16:46:23.129,B,451129.9780156136
2021-06-30T01:31:14.782,A,447179.4664930778
2021-08-09T01:53:53.770,A,443025.4385980499
2021-05-25T19:37:44.108,A,434684.8759975891
2022-03-18T08:36:33.557,A,433688.8623109863
2022-02-12T22:50:24.494,A,432880.86787256476
2021-07-27T19:02:32.363,B,425612.3060011984
2022-04-17T18:00:06.556,A,422142.4288848816
2022-04-17T18:00:11.648,A,422142.4288848816
2021-12-06T00:52:17.657,A,420228.9356849657
2021-10-23T02:44:51.369,A,419365.70363195805
2021-05-28T22:14:58.085,A,413376.6807334534
2022-02-04T18:21:05.185,B,413187.45240159816
2022-02-03T10:57:38.393,A,412349.0814775003
2020-09-28T18:27:57.330,B,412313.16382893606
2021-07-27T19:02:35.213,B,410639.1990114903
2022-04-05T16:36:34.410,A,408821.7971450498
2021-06-30T01:32:08.371,A,405159.69255004456
2022-05-07T12:05:08.837,A,405045.09831008606
2021-08-09T01:51:44.754,A,404792.77858092956
2021-05-26T20:35:48.458,A,404670.8129608705
2022-02-03T10:48:38.184,A,402348.5029950851
2021-12-16T19:25:15.485,A,402195.82931553957
2022-02-04T18:21:06.605,B,400849.4832718927
2022-02-12T22:46:21.344,A,400769.75648193056
2022-04-27T01:35:43.244,A,400621.3006664429
2021-03-03T05:44:28.311,B,400385.5585970534
2022-03-24T05:17:41.187,A,399122.4924332886
2022-03-30T15:35:08.748,A,398696.4561926976
2022-04-20T07:42:22.872,A,397474.78248037136
2022-04-05T16:34:28.296,A,397175.1816777952
2022-04-27T01:29:46.500,A,394759.01771746675
2022-04-06T14:07:30.166,A,394285.91554297257
2021-12-28T07:15:04.922,A,392965.3636113556
2022-04-17T18:00:59.317,A,389979.49220956425
2021-03-03T05:28:00.314,A,387458.61625284306
2022-05-03T19:00:37.285,A,387170.1867776733
2022-02-03T11:03:23.387,A,386229.84661225893
2021-10-26T14:21:49.234,A,384104.5843349396
2021-12-22T05:55:44.082,A,383608.1472109131
2021-03-03T07:17:29.919,B,381290.9186634825
2022-02-10T16:46:30.209,B,380599.1341257794
2021-12-06T00:48:52.829,A,379829.74515698757
2021-07-17T19:41:25.419,B,376430.1764985987
2021-06-12T22:55:21.827,A,375607.4247826858
2022-02-03T10:50:24.784,A,375427.8072752106
2021-08-09T01:54:21.669,A,372955.59119499667
2021-07-12T07:19:53.704,A,370255.0288604462
2021-07-12T07:19:59.418,A,370251.8338428955
2022-03-09T12:59:42.841,A,369296.66087641526
2021-04-03T05:24:24.103,A,368305.25288548734
2021-05-26T20:28:55.769,A,367349.31789898686
2022-03-09T12:48:48.914,A,367324.0577602295
2022-03-09T12:49:02.608,A,367324.0577602295
2021-05-26T20:28:39.869,A,367324.0577602295
2021-04-03T05:24:46.647,A,366183.6164956329
2021-07-27T19:02:33.788,B,364896.61338338174
2022-04-29T01:02:45.096,A,364054.4597998902
2022-02-03T11:03:43.418,A,363901.7440949432
2022-02-03T10:55:10.078,A,362757.7626769593
2021-04-03T05:25:10.894,A,356986.29479701386
2021-05-26T22:07:50.238,A,356217.3217494416
2022-06-21T07:40:30.244,A,353864.372511795
2021-03-13T05:23:51.476,A,351806.96002273407
2021-05-29T23:10:32.905,A,350917.86763883056
2021-05-25T19:37:20.986,A,350912.10760719
2021-06-26T15:10:47.805,A,348638.6051185364
2022-02-12T22:47:36.276,A,348635.7551028809
2021-07-20T22:40:33.561,A,345548.49751533964
2021-04-06T02:36:20.379,A,343614.75173603604
2021-04-07T22:56:29.591,A,342043.70179333026
2022-02-11T03:04:20.753,A,341777.5248253511
2021-06-30T01:35:29.197,A,340056.7729773834
2021-05-28T22:20:23.444,A,339846.38841460133
2021-10-21T02:36:35.684,A,339481.2948162048
2022-04-20T15:37:51.214,A,336223.01243701176
2021-05-28T22:18:13.422,A,333500.26696161804
2021-05-28T22:18:34.888,A,333492.45191868895
2021-06-26T15:16:45.905,A,331115.26886050415
2021-10-26T14:29:53.375,A,331115.26886050415
2022-02-10T16:46:27.373,B,329929.02786015713
2021-08-11T02:37:18.965,A,328813.64412379987
2021-12-06T00:52:38.082,A,328663.87060461903
2021-04-08T23:04:55.669,A,327141.3870314392
2021-06-30T01:35:28.289,A,327104.9068310486
2021-06-30T01:35:33.880,A,327104.9068310486
2021-10-23T02:36:35.060,A,325862.4912562935
2022-03-28T01:35:08.893,A,322183.0197944641
2021-10-21T02:36:51.457,A,320318.35955163575
2022-03-09T12:46:56.702,A,319709.4087065873
2021-12-21T12:24:47.089,A,319321.3340748413
2022-04-23T15:47:03.028,A,319282.0645918661
2022-04-27T01:30:01.944,A,318795.7797676241
2021-12-21T12:21:04.670,A,318447.61677539523
2022-04-05T16:33:49.202,A,317269.40259769425
2021-05-25T19:36:40.996,A,312186.19988059386
2022-04-27T01:32:35.100,A,312174.8971978358
2022-03-14T19:31:35.565,A,311416.0003694458
2021-12-16T05:39:33.796,A,310739.8129086124
2021-05-26T20:28:26.944,A,310381.01496447145
2021-06-26T15:09:26.993,A,309439.5914494171
2022-02-04T15:18:00.553,B,308569.8000752664
